TIME,R-JOINT-P1,L-JOINT-P1,R-JOINT-P2,L-JOINT-P2,R-JOINT-P3,L-JOINT-P3,R-JOINT-P4,L-JOINT-P4,R-JOINT-P5,L-JOINT-P5,R-JOINT-P6,L-JOINT-P6,R-JOINT-P7,L-JOINT-P7,R-JOINT-V1,L-JOINT-V1,R-JOINT-V2,L-JOINT-V2,R-JOINT-V3,L-JOINT-V3,R-JOINT-V4,L-JOINT-V4,R-JOINT-V5,L-JOINT-V5,R-JOINT-V6,L-JOINT-V6,R-JOINT-V7,L-JOINT-V7,R-CART1,L-CART1,R-CART2,L-CART2,R-CART3,L-CART3,
1.00003,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607363,-0.174869,1.38317,-0.0167213,0.231791,0.254971,1.45755,1.74927,1.09293e-05,-4.49943e-05,9.93034e-06,1.78445e-06,8.72595e-06,8.15881e-06,9.56173e-06,2.26997e-05,-1.2479e-05,6.34146e-06,1.19131e-05,1.15539e-05,1.20804e-05,1.1466e-05,0.104954,0.134588,-0.345772,0.426964,0.0849887,0.0980453,
1.02503,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607363,-0.174869,1.38317,-0.0167213,0.231791,0.254971,1.45755,1.74927,1.09293e-05,-4.49943e-05,9.93034e-06,1.78445e-06,8.72595e-06,8.15881e-06,9.56173e-06,2.26997e-05,-1.2479e-05,6.34146e-06,1.19131e-05,1.15539e-05,1.20804e-05,1.1466e-05,0.104954,0.134588,-0.345772,0.426964,0.0849887,0.0980453,
1.05003,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607363,-0.174867,1.38317,-0.0167213,0.231791,0.254968,1.45755,1.74927,7.30587e-06,-2.65425e-05,9.64778e-07,1.13891e-06,-1.009e-05,7.60416e-06,1.4703e-05,2.90106e-05,-3.80069e-06,2.65427e-05,1.0993e-05,9.85725e-06,1.63376e-06,3.52611e-05,0.104954,0.134588,-0.345772,0.426964,0.0849887,0.0980453,
1.07504,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607363,-0.174867,1.38317,-0.0167213,0.231791,0.254968,1.45755,1.74927,7.30587e-06,-2.65425e-05,9.64778e-07,1.13891e-06,-1.009e-05,7.60416e-06,1.4703e-05,2.90106e-05,-3.80069e-06,2.65427e-05,1.0993e-05,9.85725e-06,1.63376e-06,3.52611e-05,0.104954,0.134588,-0.345772,0.426964,0.0849887,0.0980453,
1.10004,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607343,-0.174871,1.38317,-0.0167232,0.231791,0.254968,1.45755,1.74927,-9.38112e-06,-1.10401e-05,2.04492e-05,7.26895e-07,-6.94486e-06,-1.43955e-05,-9.20082e-06,5.06499e-07,2.74413e-06,1.34982e-06,3.0986e-05,-8.23689e-06,-1.18019e-05,8.74564e-06,0.104954,0.134589,-0.345773,0.426965,0.0849889,0.0980454,
1.12504,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607343,-0.174871,1.38317,-0.0167232,0.231791,0.254968,1.45755,1.74927,-9.38112e-06,-1.10401e-05,2.04492e-05,7.26895e-07,-6.94486e-06,-1.43955e-05,-9.20082e-06,5.06499e-07,2.74413e-06,1.34982e-06,3.0986e-05,-8.23689e-06,-1.18019e-05,8.74564e-06,0.104954,0.134589,-0.345773,0.426965,0.0849889,0.0980454,
1.15004,0.921449,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607343,-0.174871,1.38317,-0.0167232,0.231791,0.254968,1.45755,1.74927,1.01544e-05,-1.89332e-05,-2.97903e-06,4.63933e-07,1.28032e-05,-2.24023e-06,-2.57336e-05,-1.61157e-05,-7.28137e-06,1.04961e-05,5.97629e-06,-2.29441e-05,8.50677e-06,7.09986e-06,0.104955,0.134588,-0.345772,0.426965,0.0849883,0.0980454,
1.17504,0.921449,-0.966173,-1.44785,-1.29559,-2.1587,2.17722,0.0607363,-0.174869,1.38317,-0.0167232,0.231788,0.254971,1.45754,1.74927,1.70172e-05,1.4254e-05,-4.89643e-06,-5.95241e-06,-3.89742e-07,1.15466e-05,-7.62301e-07,1.20488e-05,-4.36159e-06,6.73747e-06,-8.01062e-06,-3.14312e-06,-2.92485e-05,-8.3304e-06,0.104954,0.134587,-0.345771,0.426965,0.0849884,0.0980461,
1.20004,0.921449,-0.966173,-1.44785,-1.29559,-2.1587,2.17722,0.0607363,-0.174869,1.38317,-0.0167232,0.231788,0.254971,1.45754,1.74927,1.70172e-05,1.4254e-05,-4.89643e-06,-5.95241e-06,-3.89742e-07,1.15466e-05,-7.62301e-07,1.20488e-05,-4.36159e-06,6.73747e-06,-8.01062e-06,-3.14312e-06,-2.92485e-05,-8.3304e-06,0.104954,0.134587,-0.345771,0.426965,0.0849884,0.0980461,
1.22504,0.921449,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607343,-0.174871,1.38317,-0.0167232,0.231788,0.254971,1.45755,1.74927,4.19529e-05,-1.85713e-07,-1.54599e-05,-3.6471e-06,2.07642e-05,-1.7787e-05,-2.21736e-05,-1.65597e-05,-5.00534e-06,4.12811e-06,-2.34978e-05,2.15645e-05,3.89536e-05,-5.10412e-06,0.104954,0.134588,-0.345772,0.426965,0.0849883,0.0980454,
1.25004,0.921449,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607343,-0.174871,1.38317,-0.0167232,0.231788,0.254971,1.45755,1.74927,4.19529e-05,-1.85713e-07,-1.54599e-05,-3.6471e-06,2.07642e-05,-1.7787e-05,-2.21736e-05,-1.65597e-05,-5.00534e-06,4.12811e-06,-2.34978e-05,2.15645e-05,3.89536e-05,-5.10412e-06,0.104954,0.134588,-0.345772,0.426965,0.0849883,0.0980454,
1.27504,0.921447,-0.966176,-1.44785,-1.29559,-2.1587,2.17722,0.0607343,-0.174871,1.38317,-0.0167232,0.231791,0.254971,1.45755,1.74927,2.15397e-05,3.05477e-06,4.17208e-08,-2.89574e-06,2.13601e-05,-1.22048e-05,-1.39701e-05,-2.02959e-05,-3.32771e-06,-1.59667e-08,-3.30936e-06,6.94172e-06,3.65361e-05,-6.19793e-06,0.104954,0.134588,-0.345773,0.426965,0.0849889,0.0980454,
