TIME,R-JOINT-P1,L-JOINT-P1,R-JOINT-P2,L-JOINT-P2,R-JOINT-P3,L-JOINT-P3,R-JOINT-P4,L-JOINT-P4,R-JOINT-P5,L-JOINT-P5,R-JOINT-P6,L-JOINT-P6,R-JOINT-P7,L-JOINT-P7,R-JOINT-V1,L-JOINT-V1,R-JOINT-V2,L-JOINT-V2,R-JOINT-V3,L-JOINT-V3,R-JOINT-V4,L-JOINT-V4,R-JOINT-V5,L-JOINT-V5,R-JOINT-V6,L-JOINT-V6,R-JOINT-V7,L-JOINT-V7,R-CART1,L-CART1,R-CART2,L-CART2,R-CART3,L-CART3,
0.800005,0.90528,-0.966159,-1.17375,-1.29559,-2.20145,2.17731,0.0910468,-0.174871,-4.89688,-0.016729,0.0303515,0.254966,1.59394,1.74927,4.54083e-06,-1.37125e-06,6.34796e-06,-2.16261e-06,-3.54195e-05,-2.19771e-06,1.02162e-06,6.37537e-06,-1.87332e-05,-2.69445e-05,-1.29369e-06,-2.41256e-06,2.55218e-05,-4.13465e-06,0.14149,0.134555,-0.393045,0.42697,0.127843,0.0980517,
0.825005,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174869,-4.89688,-0.016729,0.0303515,0.254966,1.59394,1.74927,1.05244e-05,-8.75184e-07,2.38608e-05,-5.08535e-06,-2.21829e-06,-1.40266e-06,-9.95021e-06,3.63658e-05,-7.3873e-06,-1.45142e-05,1.21461e-06,-3.07589e-06,1.08965e-05,-1.81217e-05,0.141492,0.134554,-0.393046,0.426969,0.127843,0.0980513,
0.850005,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174869,-4.89688,-0.016729,0.0303515,0.254966,1.59394,1.74927,1.05244e-05,-8.75184e-07,2.38608e-05,-5.08535e-06,-2.21829e-06,-1.40266e-06,-9.95021e-06,3.63658e-05,-7.3873e-06,-1.45142e-05,1.21461e-06,-3.07589e-06,1.08965e-05,-1.81217e-05,0.141492,0.134554,-0.393046,0.426969,0.127843,0.0980513,
0.875005,0.905281,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174869,-4.89688,-0.0167309,0.0303534,0.254966,1.59394,1.74927,1.14354e-05,-5.58577e-07,-2.87266e-05,-3.05929e-06,-2.86189e-05,-8.95234e-07,-1.65303e-05,2.21021e-05,2.91026e-06,-1.60854e-05,5.65776e-06,5.11653e-07,5.35287e-06,-3.01947e-05,0.141491,0.134555,-0.393045,0.42697,0.127842,0.0980516,
0.900005,0.905281,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174869,-4.89688,-0.0167309,0.0303534,0.254966,1.59394,1.74927,1.14354e-05,-5.58577e-07,-2.87266e-05,-3.05929e-06,-2.86189e-05,-8.95234e-07,-1.65303e-05,2.21021e-05,2.91026e-06,-1.60854e-05,5.65776e-06,5.11653e-07,5.35287e-06,-3.01947e-05,0.141491,0.134555,-0.393045,0.42697,0.127842,0.0980516,
0.925005,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174873,-4.89688,-0.0167309,0.0303515,0.254966,1.59394,1.74927,-8.17202e-06,-3.56506e-07,-2.08606e-05,-2.00435e-05,-1.35557e-05,-5.71374e-07,-4.81488e-06,-2.53034e-05,-1.02843e-05,-1.47948e-05,-1.70313e-05,-1.12632e-07,6.37046e-07,-1.6234e-05,0.141491,0.134554,-0.393046,0.42697,0.127843,0.0980515,
0.950006,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174873,-4.89688,-0.0167309,0.0303515,0.254966,1.59394,1.74927,-8.17202e-06,-3.56506e-07,-2.08606e-05,-2.00435e-05,-1.35557e-05,-5.71374e-07,-4.81488e-06,-2.53034e-05,-1.02843e-05,-1.47948e-05,-1.70313e-05,-1.12632e-07,6.37046e-07,-1.6234e-05,0.141491,0.134554,-0.393046,0.42697,0.127843,0.0980515,
0.975006,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910468,-0.174871,-4.89688,-0.0167261,0.0303534,0.254968,1.59394,1.74927,-1.30711e-05,-2.27536e-07,-2.15587e-06,2.15016e-06,-5.8328e-06,-3.64673e-07,-6.95593e-06,1.23646e-05,-4.0982e-05,4.19819e-05,-1.05584e-05,2.36174e-05,-2.35775e-05,-1.70752e-05,0.141491,0.134555,-0.393045,0.42697,0.127843,0.0980516,
1.00004,0.905278,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910468,-0.174869,-4.89688,-0.0167261,0.0303515,0.254966,1.59394,1.74927,-3.46688e-05,-1.45222e-07,-2.45973e-06,-3.51742e-06,3.09726e-06,-2.32749e-07,-1.14154e-05,2.09262e-05,1.0532e-05,5.92714e-06,-2.46255e-05,-2.08008e-05,-1.51583e-05,-2.7934e-05,0.14149,0.134555,-0.393046,0.42697,0.127843,0.0980516,
1.02504,0.905278,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910468,-0.174869,-4.89688,-0.0167261,0.0303515,0.254966,1.59394,1.74927,-3.46688e-05,-1.45222e-07,-2.45973e-06,-3.51742e-06,3.09726e-06,-2.32749e-07,-1.14154e-05,2.09262e-05,1.0532e-05,5.92714e-06,-2.46255e-05,-2.08008e-05,-1.51583e-05,-2.7934e-05,0.14149,0.134555,-0.393046,0.42697,0.127843,0.0980516,
1.05004,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174873,-4.89688,-0.0167261,0.0303515,0.254968,1.59394,1.74927,-5.9372e-06,-9.26866e-08,-5.6339e-06,-2.15329e-05,1.43655e-05,-1.48549e-07,-2.7413e-05,-3.93676e-05,7.63883e-06,1.68103e-05,-3.08998e-05,5.48305e-06,1.17644e-05,-1.84539e-05,0.141491,0.134554,-0.393046,0.42697,0.127843,0.0980514,
1.07504,0.90528,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174873,-4.89688,-0.0167261,0.0303515,0.254968,1.59394,1.74927,-5.9372e-06,-9.26866e-08,-5.6339e-06,-2.15329e-05,1.43655e-05,-1.48549e-07,-2.7413e-05,-3.93676e-05,7.63883e-06,1.68103e-05,-3.08998e-05,5.48305e-06,1.17644e-05,-1.84539e-05,0.141491,0.134554,-0.393046,0.42697,0.127843,0.0980514,
1.10004,0.905281,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910468,-0.174871,-4.89688,-0.0167261,0.0303534,0.254966,1.59394,1.74927,2.46973e-05,-5.679e-08,-1.8524e-05,-1.81737e-05,2.87439e-05,-9.10177e-08,3.60554e-06,3.44834e-06,3.03072e-05,-2.69961e-05,2.7323e-06,-2.67082e-06,-1.37973e-05,-2.63426e-05,0.141491,0.134554,-0.393045,0.42697,0.127842,0.0980514,
1.12504,0.905281,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910468,-0.174871,-4.89688,-0.0167261,0.0303534,0.254966,1.59394,1.74927,2.46973e-05,-5.679e-08,-1.8524e-05,-1.81737e-05,2.87439e-05,-9.10177e-08,3.60554e-06,3.44834e-06,3.03072e-05,-2.69961e-05,2.7323e-06,-2.67082e-06,-1.37973e-05,-2.63426e-05,0.141491,0.134554,-0.393045,0.42697,0.127842,0.0980514,
1.15004,0.905281,-0.966159,-1.17375,-1.29559,-2.20144,2.17731,0.0910448,-0.174869,-4.89688,-0.0167261,0.0303515,0.254966,1.59394,1.74927,2.74483e-05,-3.9329e-08,1.35587e-05,7.74077e-06,2.37049e-05,9.55981e-07,-2.21536e-05,6.89859e-06,3.26437e-05,-2.37569e-07,-1.51369e-05,-1.84963e-06,-1.10519e-05,-5.18431e-06,0.141492,0.134555,-0.393046,0.42697,0.127843,0.0980516,
